Ma_San_Pham,Trong_Luong,Muc_Beo,Ti_Le_Hien_Thi,Loai_Hang,Gia_Niem_Yet,Ma_Cua_Hang,Nam_Mo_Cua,Quy_Mo,Loai_Do_Thi,Kieu_Cua_Hang,Doanh_So
FDW16,17.35,BeoThuong,0.041439718,Do_Dong_Lanh,93.7804,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,2848.2924
FDZ49,11.0,BeoThuong,0.133145617,Do_Hop,218.4798,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,2203.798
FDA45,21.25,BeoThap,0.155694794,Do_An_Vat,177.637,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2999.429
NCB42,11.8,BThap,0.008554052,Y_Te_Ve_Sinh,116.9492,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1969.4364
FDG09,,BeoThuong,0.047704151,Rau_Cu_Qua,187.2556,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,4506.1344
NCN17,11.0,BeoThap,0.054928641,Y_Te_Ve_Sinh,101.7358,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1508.037
FDQ51,16.0,BeoThuong,0.0,Thit_Tuoi,48.1718,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,756.3488
FDD39,16.7,BeoThap,0.070297175,Sua_Bo,216.385,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,3678.545
FDA57,,BThap,0.039451625,Do_An_Vat,39.548,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1358.232
FDB44,6.655,BeoThap,0.016993225,Rau_Cu_Qua,211.0586,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,844.2344
FDM02,12.5,BeoThuong,0.073721115,Do_Hop,85.6198,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,610.5386
NCH43,8.42,BeoThap,0.070968081,Do_Gia_Dung,215.9192,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1941.4728
DRD24,13.85,BeoThap,0.030920531,Nuoc_Giai_Khat,141.0154,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1701.7848
DRF36,16.1,BThap,0.023625114,Nuoc_Giai_Khat,189.3846,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,3630.6074
DRF27,8.93,BeoThap,0.028417272,Sua_Bo,154.534,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,2603.278
FDR01,5.405,BeoThuong,0.053576661,Do_Hop,200.5742,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,2388.8904
FDB58,10.5,beothuong,0.013485235,Do_An_Vat,140.0154,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,3119.9388
FDQ10,12.85,BeoThap,0.03315162,Do_An_Vat,170.6422,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,2931.5174
FDS01,11.6,BeoThap,0.017744999,Do_Hop,177.9686,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1244.3802
FDQ46,7.51,BeoThap,0.103793399,Do_An_Vat,110.1544,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2684.5056
NCV17,18.85,BeoThap,0.01619866,Y_Te_Ve_Sinh,129.2626,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,3147.9024
FDU32,8.785,BeoThap,0.0,Rau_Cu_Qua,120.5414,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1583.9382
FDJ32,10.695,BeoThap,0.057909547,Rau_Cu_Qua,60.4536,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,183.7608
FDW31,,BeoThuong,0.042949109,Rau_Cu_Qua,199.5742,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3981.484
FDW21,5.34,BeoThuong,0.005958918,Do_An_Vat,101.6358,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1709.1086
NCB31,,BeoThap,0.207783483,Do_Gia_Dung,262.291,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,525.982
FDQ36,7.855,BeoThuong,0.0,Do_Nuong,38.3848,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,932.12
NCK53,11.6,BeoThap,0.037581243,Y_Te_Ve_Sinh,98.9042,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1488.063
FDM13,6.425,BeoThap,0.06316338,Do_An_Sang,132.2626,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2098.6016
DRJ25,14.6,BeoThap,0.150872868,Nuoc_Giai_Khat,47.5692,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1379.5376
NCO26,7.235,BeoThap,0.076855628,Do_Gia_Dung,116.0492,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1969.4364
DRP35,18.85,BeoThap,0.090867297,Do_Uong_Con,127.3336,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,3962.8416
NCI54,15.2,beothap,0.03366718,Do_Gia_Dung,109.6912,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1419.4856
FDQ47,7.155,BeoThuong,0.168871496,Banh_Mi,34.3874,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,670.4606
FDR22,19.35,BeoThuong,0.031069993,Do_An_Vat,112.0544,OUT010,1998,,Do_Thi_3,Tap_Hoa,223.7088
FDY43,14.85,BeoThap,0.098803088,Rau_Cu_Qua,169.7474,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,673.7896
NCZ30,6.59,BeoThap,0.026163192,Do_Gia_Dung,121.5098,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,602.549
FDC32,18.35,BeoThap,0.099090261,Rau_Cu_Qua,94.0462,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,555.2772
NCI06,11.3,BeoThap,0.04767798,Do_Gia_Dung,181.466,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,3775.086
FDO50,16.25,beothap,0.0,Do_Hop,89.8804,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1102.5648
FDC21,14.6,BeoThuong,0.043133816,Rau_Cu_Qua,109.7254,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,651.1524
FDX14,13.1,BeoThap,0.07494003,Sua_Bo,75.0354,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,902.8248
NCY41,16.75,BeoThap,0.075735621,Y_Te_Ve_Sinh,34.5532,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,323.5788
FDG31,12.15,BeoThap,0.037955309,Thit_Tuoi,62.8826,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,710.4086
FDO49,10.6,BeoThuong,0.033103556,Do_An_Sang,48.9008,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,708.4112
FDB47,8.8,BeoThap,0.071369947,Do_An_Vat,209.1612,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,2090.612
FDF17,5.19,BeoThap,0.042707323,Do_Dong_Lanh,197.811,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2946.165
FDL39,16.1,BeoThuong,0.063319379,Sua_Bo,180.9318,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1984.7498
FDZ33,,BeoThap,0.106876976,Do_An_Vat,146.7076,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3842.9976
FDS47,16.75,BeoThap,0.12888573,Banh_Mi,87.6856,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1494.0552
NCS18,12.65,BeoThap,0.042175992,Do_Gia_Dung,106.4938,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,2465.4574
FDV36,,BeoThap,0.026174636,Do_Nuong,127.102,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3415.554
FDU38,,BeoThap,0.082150145,Sua_Bo,192.9504,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,7478.2656
FDW32,,BeoThuong,0.165101585,Rau_Cu_Qua,87.7882,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,515.3292
FDK41,14.3,BeoThap,0.127517605,Do_Dong_Lanh,86.0224,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1022.6688
NCK30,14.85,BeoThap,0.060967038,Do_Gia_Dung,254.3698,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,4566.0564
FDP52,,BeoThuong,0.070349402,Do_Dong_Lanh,228.601,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,7350.432
FDT27,11.395,BeoThuong,0.069574013,Thit_Tuoi,232.8616,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2812.3392
FDI28,,BeoThap,0.026194237,Do_Dong_Lanh,79.0302,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1901.5248
FDR04,7.075,BeoThap,0.022694623,Do_Dong_Lanh,98.8068,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,2527.3768
FDZ50,12.8,BeoThuong,0.079523619,Sua_Bo,181.7608,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,4961.5416
FDM15,11.8,beothuong,0.057655493,Thit_Tuoi,152.6366,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1662.5026
DRA59,8.27,BeoThuong,0.127927931,Nuoc_Giai_Khat,184.8924,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,4442.2176
FDJ20,20.7,BeoThuong,0.16767231,Rau_Cu_Qua,124.2388,OUT010,1998,,Do_Thi_3,Tap_Hoa,247.6776
FDN33,,BeoThuong,0.122519571,Do_An_Vat,93.0436,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2363.59
FDD47,7.6,BeoThuong,0.238366442,Thuc_Pham_Bot,171.8448,OUT010,1998,,Do_Thi_3,Tap_Hoa,852.224
FDY11,6.71,beothuong,0.029680868,Do_Nuong,65.0142,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,856.8846
FDL39,16.1,BeoThuong,0.063429818,Sua_Bo,179.4318,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2345.6134
DRH25,18.7,BeoThap,0.02442574,Nuoc_Giai_Khat,52.9324,OUT010,1998,,Do_Thi_3,Tap_Hoa,51.9324
NCQ05,,BeoThap,0.0,Y_Te_Ve_Sinh,152.0708,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2106.5912
FDX10,6.385,BeoThuong,0.123961415,Do_An_Vat,33.2874,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,141.1496
FDC22,6.89,BeoThuong,0.136314863,Do_An_Vat,195.082,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,2703.148
NCP55,14.65,BeoThap,0.011180713,Khac,53.8614,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,221.0456
FDV04,,BeoThuong,0.149288779,Do_Dong_Lanh,158.4288,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2985.4472
NCX42,6.36,BeoThap,0.005978595,Do_Gia_Dung,163.6526,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1151.1682
DRD12,6.96,BeoThap,0.077178965,Nuoc_Giai_Khat,93.1146,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2189.1504
NCM53,18.75,BeoThap,0.05233528,Y_Te_Ve_Sinh,108.128,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1065.28
FDN23,6.575,BeoThuong,0.075625152,Banh_Mi,145.7444,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,3193.1768
NCL19,15.35,BeoThap,0.015663185,Khac,143.947,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,3006.087
FDZ56,16.25,BeoThap,0.025776994,Rau_Cu_Qua,169.9474,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2863.6058
DRK35,,BeoThap,0.071498575,Do_Uong_Con,37.7506,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,796.9626
FDZ40,,BeoThap,0.039988162,Do_Dong_Lanh,55.7298,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1024.6662
DRK59,8.895,beothap,0.126287542,Do_Uong_Con,235.5616,OUT010,1998,,Do_Thi_3,Tap_Hoa,468.7232
NCO17,10.0,BeoThap,0.0,Y_Te_Ve_Sinh,120.644,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1917.504
FDC38,15.7,BeoThap,0.122742389,Do_Hop,134.2942,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1192.4478
NCW53,18.35,BeoThap,0.03066757,Y_Te_Ve_Sinh,193.4162,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,2116.5782
NCJ31,19.2,BeoThap,0.182501773,Khac,239.2196,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,5061.4116
FDJ55,12.8,BeoThuong,0.023530953,Thit_Tuoi,223.5404,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1800.3232
FDS51,,BThap,0.032024659,Thit_Tuoi,62.7194,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1857.582
FDU51,20.2,BeoThuong,0.096433359,Thit_Tuoi,178.5028,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,4604.6728
NCX29,10.0,BeoThap,0.149223055,Y_Te_Ve_Sinh,145.8102,OUT010,1998,,Do_Thi_3,Tap_Hoa,874.8612
FDY60,,BeoThuong,0.02624324,Do_Nuong,143.8128,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,4458.1968
FDO19,17.7,BeoThuong,0.016664252,Rau_Cu_Qua,47.9034,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,729.051
NCE19,8.97,BeoThap,0.09301462,Do_Gia_Dung,52.7956,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1037.3164
NCT41,15.7,BeoThap,0.055990291,Y_Te_Ve_Sinh,153.2024,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,3795.06
FDH45,15.1,BeoThuong,0.106097275,Rau_Cu_Qua,43.2796,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,123.8388
FDM27,,BeoThuong,0.157701958,Thit_Tuoi,158.7946,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,5522.811
FDU40,20.85,BeoThap,0.037403973,Do_Dong_Lanh,192.5478,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,2906.217
NCO29,11.15,BeoThap,0.032306341,Y_Te_Ve_Sinh,166.3526,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,986.7156
NCF31,9.13,BeoThap,0.051847425,Do_Gia_Dung,152.8024,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1214.4192
NCI17,,BeoThap,0.142728113,Y_Te_Ve_Sinh,95.141,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2510.066
FDP16,18.6,BeoThap,0.039355947,Do_Dong_Lanh,246.3802,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,7370.406
FDC57,,BeoThuong,0.095587976,Rau_Cu_Qua,193.982,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,579.246
FDV20,20.2,BeoThuong,0.060045008,Rau_Cu_Qua,128.3678,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1398.8458
FDR32,6.78,BeoThuong,0.0,Rau_Cu_Qua,227.4694,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,3197.1716
FDZ36,6.035,BeoThuong,0.066155883,Do_Nuong,184.424,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,4660.6
FDY46,18.6,BeoThap,0.047964395,Do_An_Vat,185.0898,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2993.4368
FDT34,9.3,BeoThap,0.174317307,Do_An_Vat,106.7964,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,841.5712
FDU13,8.355,BeoThap,0.187939003,Do_Hop,146.9418,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1029.9926
FDT51,11.65,BeoThuong,0.010963269,Thit_Tuoi,110.9544,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,335.5632
NCE19,8.97,BeoThap,0.093159233,Do_Gia_Dung,55.7956,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1037.3164
DRM37,15.35,BeoThap,0.096790497,Nuoc_Giai_Khat,197.2768,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,3941.536
NCJ54,9.895,BeoThap,0.060017128,Do_Gia_Dung,230.8642,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,4414.9198
FDU49,19.5,BeoThuong,0.030819397,Do_Hop,86.054,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,2336.958
NCQ17,10.3,BThap,0.117593973,Y_Te_Ve_Sinh,154.463,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,2503.408
FDN20,,BeoThap,0.026055106,Rau_Cu_Qua,169.5474,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,4211.185
FDA55,,BeoThuong,0.056713056,Rau_Cu_Qua,223.8088,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,5592.72
DRJ47,18.25,BeoThap,0.044430561,Do_Uong_Con,174.208,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,2596.62
NCG30,,BeoThap,0.196659953,Do_Gia_Dung,125.8046,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,249.0092
FDC09,15.5,BeoThuong,0.044024163,Rau_Cu_Qua,102.0332,OUT010,1998,,Do_Thi_3,Tap_Hoa,102.5332
DRC27,13.8,BeoThap,0.05843112,Sua_Bo,243.6802,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1965.4416
FDN38,6.615,BeoThuong,0.091971856,Do_Hop,251.6408,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,6008.1792
FDT16,,BeoThuong,0.048426708,Do_Dong_Lanh,258.7278,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,5466.8838
NCS42,8.6,BeoThap,0.069416467,Do_Gia_Dung,92.5146,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,2006.7212
NCO30,19.5,BeoThap,0.015711807,Do_Gia_Dung,181.8608,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,4042.7376
FDR02,16.7,BeoThap,0.022065676,Sua_Bo,110.5886,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1556.6404
FDO21,11.6,BeoThuong,0.009761175,Do_An_Vat,226.9404,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1800.3232
FDT31,19.75,BeoThap,0.01247354,Rau_Cu_Qua,187.5872,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1323.6104
FDX34,6.195,BeoThap,0.072131519,Do_An_Vat,120.1098,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2892.2352
FDS11,7.05,BeoThuong,0.05587277,Banh_Mi,222.1088,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,4026.7584
FDL02,20.0,BeoThuong,0.104245198,Do_Hop,105.3622,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,1270.3464
FDO52,11.6,BeoThuong,0.077150004,Do_Dong_Lanh,170.2106,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1882.2166
FDQ27,5.19,BeoThuong,0.044321422,Thit_Tuoi,103.899,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,2889.572
FDM15,11.8,BeoThuong,0.057421582,Thit_Tuoi,149.9366,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1662.5026
FDW09,13.65,beothuong,0.025899245,Do_An_Vat,81.1302,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,792.302
FDH44,19.1,beothuong,0.025867261,Rau_Cu_Qua,147.6418,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1471.418
FDD10,,BeoThuong,0.045797829,Do_An_Vat,178.5344,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,2854.9504
FDX31,,BeoThuong,0.014753811,Rau_Cu_Qua,231.7958,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,5375.0034
FDB14,,BeoThuong,0.102226474,Do_Hop,91.312,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,3075.996
NCF07,9.0,BeoThap,0.032152981,Do_Gia_Dung,102.0016,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,1518.024
FDH19,19.35,BeoThap,0.03322326,Thit_Tuoi,172.0738,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,3301.7022
FDP60,17.35,BeoThap,0.055908268,Do_Nuong,99.8016,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,607.2096
FDO37,8.06,BeoThap,0.0,Do_An_Sang,232.7326,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,3696.5216
FDG20,15.5,BeoThuong,0.12639886,Rau_Cu_Qua,177.0028,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,2479.4392
NCM55,15.6,BeoThap,0.066726133,Khac,185.8924,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,3516.7556
FDS24,20.85,BeoThuong,0.062212713,Do_Nuong,88.1514,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1151.1682
NCQ43,17.75,BeoThap,0.111301625,Khac,107.5912,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1528.6768
FDI14,,BeoThap,0.089243504,Do_Hop,139.2496,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1976.0944
NCU42,9.0,BeoThap,0.019586115,Do_Gia_Dung,170.2474,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,4211.185
FDH45,,BeoThuong,0.185008985,Rau_Cu_Qua,42.3796,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,123.8388
FDF45,18.2,beothuong,0.012229464,Rau_Cu_Qua,56.8904,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,1406.1696
FDH14,17.1,BeoThuong,0.0467696,Do_Hop,141.1838,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,2247.7408
FDS23,4.635,BeoThap,0.14086247,Banh_Mi,126.4994,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1670.4922
FDC41,15.6,BeoThap,0.116815953,Do_Dong_Lanh,75.567,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1684.474
FDD50,18.85,BeoThap,0.142443405,Do_Hop,170.4132,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,4396.9432
FDV44,8.365,BeoThuong,0.040069806,Rau_Cu_Qua,190.7188,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,1904.188
DRI11,8.26,BeoThap,0.034397781,Do_Uong_Con,115.7834,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2073.3012
NCR30,20.6,BeoThap,0.071136948,Do_Gia_Dung,76.3696,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,372.848
FDD59,10.5,BeoThuong,0.0,Thuc_Pham_Bot,78.296,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1438.128
FDD59,10.5,BeoThuong,0.066315023,Thuc_Pham_Bot,78.296,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2157.192
FDX58,13.15,beothap,0.044011225,Do_An_Vat,181.295,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,4028.09
NCY53,,BeoThap,0.058198141,Y_Te_Ve_Sinh,110.4544,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,4250.4672
FDU47,12.8,BeoThuong,0.114318263,Banh_Mi,142.2838,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,421.4514
FDN56,,BeoThuong,0.187443314,Rau_Cu_Qua,145.8786,OUT019,1985,Nho,Do_Thi_1,Tap_Hoa,288.9572
NCJ18,12.35,BeoThap,0.163805509,Do_Gia_Dung,117.6124,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,3910.9092
FDF20,,BeoThap,0.033059299,Rau_Cu_Qua,196.4768,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,6306.4576
NCI43,19.85,BeoThap,0.025968706,Do_Gia_Dung,49.5376,OUT046,1997,Nho,Do_Thi_1,Sieu_Thi_1,1006.6896
FDP38,10.1,BeoThap,0.032075379,Do_Hop,50.9008,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,354.2056
FDR37,16.5,BeoThuong,0.066383907,Do_An_Sang,180.4292,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2189.1504
DRL49,13.15,BeoThap,0.056516756,Nuoc_Giai_Khat,143.4812,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,854.8872
NCY18,7.285,BeoThap,0.031145743,Do_Gia_Dung,173.6054,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2626.581
NCO54,19.5,BeoThap,0.014355033,Do_Gia_Dung,55.4614,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,552.614
FDR33,7.31,BeoThap,0.026783871,Do_An_Vat,108.157,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1098.57
FDY45,17.5,BeoThap,0.026195131,Do_An_Vat,252.6356,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2543.356
FDO58,19.6,BeoThap,0.039569689,Do_An_Vat,165.9526,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,2631.2416
NCS30,5.945,BeoThap,0.093214866,Do_Gia_Dung,129.1652,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2841.6344
FDS03,,BeoThap,0.079243005,Thit_Tuoi,65.8826,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1614.565
FDU15,13.65,BeoThuong,0.044526443,Thit_Tuoi,37.9532,OUT010,1998,,Do_Thi_3,Tap_Hoa,71.9064
FDI04,13.65,beothuong,0.073060301,Do_Dong_Lanh,196.2426,OUT045,2002,,Do_Thi_2,Sieu_Thi_1,2570.6538
DRF01,5.655,BeoThap,0.174934513,Nuoc_Giai_Khat,145.0102,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,1895.5326
FDU51,20.2,BeoThuong,0.097059596,Thit_Tuoi,178.6028,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,2302.3364
FDV07,9.5,BeoThap,0.031331581,Rau_Cu_Qua,111.1228,OUT049,1999,Vua,Do_Thi_1,Sieu_Thi_1,663.1368
NCZ17,,BeoThap,0.079046992,Y_Te_Ve_Sinh,39.8506,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,1480.0734
FDH47,13.5,BeoThuong,0.21561193,Thuc_Pham_Bot,98.6068,OUT010,1998,,Do_Thi_3,Tap_Hoa,97.2068
FDR47,,BeoThap,0.087045086,Banh_Mi,196.7794,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,6242.5408
FDG45,8.1,BeoThap,0.0,Rau_Cu_Qua,211.8902,OUT018,2009,Vua,Do_Thi_3,Sieu_Thi_2,3823.0236
FDL22,16.85,beothap,0.036596012,Do_An_Vat,90.6488,OUT017,2007,,Do_Thi_2,Sieu_Thi_1,633.8416
FDU26,16.7,BeoThuong,0.042610897,Sua_Bo,117.2782,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,715.0692
FDR36,6.715,BeoThuong,0.121485195,Do_Nuong,40.2454,OUT013,1987,Lon,Do_Thi_3,Sieu_Thi_1,587.2356
FDX32,15.1,BeoThuong,0.099839365,Rau_Cu_Qua,143.3786,OUT035,2004,Nho,Do_Thi_2,Sieu_Thi_1,1733.7432
FDA43,,BeoThap,0.064362554,Rau_Cu_Qua,193.7794,OUT027,1985,Vua,Do_Thi_3,Sieu_Thi_3,4876.985
